"MacroTrends Data Download"
"Dow Jones - DJIA - 100 Year Historical Chart"
"Note: Real datasets are adjusted for inflation using the headline Consumer Price Index (CPI) with the current month as the base."

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


date,real,nominal
2003-03-01,11788.39,7992.130
2003-04-01,12533.57,8480.090
2003-05-01,13107.24,8850.260
2003-06-01,13289.47,8985.440
2003-07-01,13638.32,9233.800
2003-08-01,13860.09,9415.820
2003-09-01,13606.51,9275.060
2003-10-01,14397.85,9801.120
2003-11-01,14409.56,9782.460
2003-12-01,15409.08,10453.920
2004-01-01,15386.00,10488.070
2004-02-01,15441.94,10583.920
2004-03-01,15018.67,10357.700
2004-04-01,14775.95,10225.570
2004-05-01,14640.80,10188.450
2004-06-01,14943.61,10435.480
2004-07-01,14550.48,10139.710
2004-08-01,14589.40,10173.920
2004-09-01,14424.87,10080.270
2004-10-01,14269.09,10027.470
2004-11-01,14828.64,10428.020
2004-12-01,15398.14,10783.010
2005-01-01,14948.16,10489.940
2005-02-01,15255.75,10766.230
2005-03-01,14768.29,10503.760
2005-04-01,14228.74,10192.510
2005-05-01,14633.54,10467.480
2005-06-01,14354.13,10274.970
2005-07-01,14790.86,10640.910
2005-08-01,14496.05,10481.600
2005-09-01,14447.41,10568.700
2005-10-01,14240.26,10440.070
2005-11-01,14858.07,10805.870
2005-12-01,14800.87,10717.500
2006-01-01,14884.86,10864.860
2006-02-01,15027.99,10993.410
2006-03-01,15108.68,11109.320
2006-04-01,15322.90,11367.140
2006-05-01,14987.87,11168.310
2006-06-01,14930.14,11150.220
2006-07-01,14932.88,11185.680
2006-08-01,15159.69,11381.150
2006-09-01,15638.27,11679.070
2006-10-01,16260.66,12080.730
2006-11-01,16475.16,12221.930
2006-12-01,16775.40,12463.150
2007-01-01,16938.31,12621.690
2007-02-01,16378.62,12268.630
2007-03-01,16344.81,12354.350
2007-04-01,17177.73,13062.910
2007-05-01,17811.33,13627.640
2007-06-01,17484.84,13408.620
2007-07-01,17228.43,13211.990
2007-08-01,17458.57,13357.740
2007-09-01,18106.01,13895.630
2007-10-01,18109.01,13930.010
2007-11-01,17289.63,13371.720
2007-12-01,17164.68,13264.820
2008-01-01,16281.01,12650.360
2008-02-01,15737.78,12266.390
2008-03-01,15598.40,12262.890
2008-04-01,16217.46,12820.130
2008-05-01,15848.45,12638.320
2008-06-01,14096.71,11350.010
2008-07-01,14051.85,11378.020
2008-08-01,14314.51,11543.960
2008-09-01,13476.52,10850.660
2008-10-01,11702.89,9325.010
2008-11-01,11292.34,8829.040
2008-12-01,11339.10,8776.390
2009-01-01,10297.11,8000.860
2009-02-01,9040.55,7062.930
2009-03-01,9716.59,7608.920
2009-04-01,10406.18,8168.120
2009-05-01,10795.42,8500.330
2009-06-01,10643.22,8447.000
2009-07-01,11574.57,9171.610
2009-08-01,11955.82,9496.280
2009-09-01,12218.05,9712.280
2009-10-01,12208.90,9712.730
2009-11-01,12993.12,10344.840
2009-12-01,13118.49,10428.050
2010-01-01,12624.43,10067.330
2010-02-01,12947.88,10325.260
2010-03-01,13549.07,10856.630
2010-04-01,13716.73,11008.610
2010-05-01,12620.10,10136.630
2010-06-01,12188.20,9774.020
2010-07-01,13040.56,10465.940
2010-08-01,12468.33,10014.720
2010-09-01,13420.33,10788.050
2010-10-01,13809.16,11118.490
2010-11-01,13669.48,11006.020
2010-12-01,14356.11,11577.510
2011-01-01,14674.64,11891.930
2011-02-01,15013.95,12226.340
2011-03-01,14980.79,12319.730
2011-04-01,15475.13,12810.540
2011-05-01,15108.89,12569.790
2011-06-01,14946.87,12414.340
2011-07-01,14608.32,12143.240
2011-08-01,13924.62,11613.530
2011-09-01,13063.32,10913.380
2011-10-01,14346.01,11955.010
2011-11-01,14466.86,12045.680
2011-12-01,14709.94,12217.560
2012-01-01,15146.86,12632.910
2012-02-01,15451.82,12952.070
2012-03-01,15643.06,13212.040
2012-04-01,15605.30,13213.630
2012-05-01,14649.06,12393.450
2012-06-01,15250.03,12880.090
2012-07-01,15428.29,13008.680
2012-08-01,15434.10,13090.840
2012-09-01,15775.19,13437.130
2012-10-01,15388.34,13096.460
2012-11-01,15370.18,13025.580
2012-12-01,15502.20,13104.140
2013-01-01,16355.48,13860.580
2013-02-01,16443.75,14054.490
2013-03-01,17013.16,14578.540
2013-04-01,17332.89,14839.800
2013-05-01,17624.75,15115.570
2013-06-01,17354.77,14909.600
2013-07-01,18025.97,15499.540
2013-08-01,17209.58,14810.310
2013-09-01,17550.42,15129.670
2013-10-01,18079.71,15545.750
2013-11-01,18756.75,16086.410
2013-12-01,19328.39,16576.660
2014-01-01,18242.06,15698.850
2014-02-01,18884.22,16321.710
2014-03-01,18926.31,16457.660
2014-04-01,19001.64,16580.840
2014-05-01,19091.01,16717.170
2014-06-01,19182.32,16826.600
2014-07-01,18882.16,16563.300
2014-08-01,19526.43,17098.450
2014-09-01,19445.95,17042.900
2014-10-01,19894.75,17390.520
2014-11-01,20520.30,17828.240
2014-12-01,20621.29,17823.070
2015-01-01,19962.84,17164.950
2015-02-01,20997.67,18132.700
2015-03-01,20460.31,17776.120
2015-04-01,20480.92,17840.520
2015-05-01,20586.21,18010.680
2015-06-01,20068.62,17619.510
2015-07-01,20131.06,17689.860
2015-08-01,18841.95,16528.030
2015-09-01,18597.13,16284.700
2015-10-01,20171.76,17663.540
2015-11-01,20289.31,17719.920
2015-12-01,20021.36,17425.030
2016-01-01,18886.85,16466.300
2016-02-01,18927.91,16516.500
2016-03-01,20178.69,17685.090
2016-04-01,20190.86,17773.640
2016-05-01,20117.32,17787.200
2016-06-01,20207.10,17929.990
2016-07-01,20810.00,18432.240
2016-08-01,20756.19,18400.880
2016-09-01,20596.67,18308.150
2016-10-01,20392.08,18142.420
2016-11-01,21533.15,19123.580
2016-12-01,22232.93,19762.600
2017-01-01,22227.92,19864.090
2017-02-01,23205.65,20812.240
2017-03-01,23018.83,20663.220
2017-04-01,23264.91,20940.510
2017-05-01,23319.60,21008.650
2017-06-01,23676.74,21349.630
2017-07-01,24299.14,21891.120
2017-08-01,24296.55,21948.100
2017-09-01,24668.00,22405.090
2017-10-01,25738.34,23377.240
2017-11-01,26723.86,24272.350
2017-12-01,27240.58,24719.220
2018-01-01,28659.73,26149.390
2018-02-01,27306.86,25029.200
2018-03-01,26248.29,24103.110
2018-04-01,26192.85,24163.150
2018-05-01,26369.11,24415.840
2018-06-01,26164.58,24271.410
2018-07-01,27397.57,25415.190
2018-08-01,27990.08,25964.820
2018-09-01,28469.14,26458.310
2018-10-01,26974.33,25115.760
2018-11-01,27530.46,25538.460
2018-12-01,25216.98,23327.460
2019-01-01,26974.64,24999.670
2019-02-01,27859.70,25916.000
2019-03-01,27717.76,25928.680
2019-04-01,28268.26,26592.910
2019-05-01,26328.76,24815.040
2019-06-01,28222.56,26599.960
2019-07-01,28449.26,26864.270
2019-08-01,27961.07,26403.280
2019-09-01,28478.01,26916.830
2019-10-01,28560.82,27046.230
2019-11-01,29622.29,28051.410
2019-12-01,30165.13,28538.440
2020-01-01,29753.60,28256.030
2020-02-01,26679.83,25409.360
2020-03-01,23078.77,21917.160
2020-04-01,25806.46,24345.720
2020-05-01,26906.10,25383.110
2020-06-01,27206.78,25812.880
2020-07-01,27723.31,26428.320
2020-08-01,29709.40,28430.050
2020-09-01,29004.09,27781.700
2020-10-01,27641.17,26501.600
2020-11-01,30942.74,29638.640
2020-12-01,31922.56,30606.480
2021-01-01,31151.94,29982.620
2021-02-01,31953.14,30932.370
2021-03-01,33839.07,32981.550
2021-04-01,34450.72,33874.850
2021-05-01,34840.22,34529.450
2021-06-01,34502.51,34502.510
2021-07-01,34930.93,34930.930
